title,location,area,bed,bath,price
บ้าน  3 นอน ห้องสวย,"ลำปลาทิว, ลาดกระบัง, กรุงเทพมหานคร",35.5 ตร.ว.,3,2,"7,290,000"
D6996 - ขายบ้านเดี่ยว  :    โครงการลัดดารมย์ เพชรเกษม 69 กรุงเทพมหานคร (064-6654666),"หนองแขม, หนองแขม, กรุงเทพมหานคร",103 ตร.ว.,3,3,"6,154,000"
บ้านเดี่ยวสร้างเอง นาคนิวาส-ลาดพร้าว ใกล้ห้างสรรพสินค้า,"ลาดพร้าว, ลาดพร้าว, กรุงเทพมหานคร",99 ตร.ว.,3,3,"18,550,000"
บ้านแฝด นลินวิลล์ สะพานสูง เคหะร่มเกล้า,"สะพานสูง, สะพานสูง, กรุงเทพมหานคร",35.8 ตร.ว.,4,2,"3,700,000"
บ้านเดี่ยว 2 ชั้น  39.3 ตร. ว. หมู่บ้านคาซ่าซิตี้ ดอนเมือง  ซอยเทิดราชัน33-35 ถนนวิภาวดี-รังสิต,"สีกัน, ดอนเมือง, กรุงเทพมหานคร",39.3 ตร.ว.,3,2,"5,490,000"
บ้านเดี่ยว 3 ชั้น หลังมุม 57 ตร. ว. บ้านสร้างใหม่ อายุประมาณ 5 ปี ซอยประชาสงเคราะห์27 ถนนวิภาวดี-รังสิต,"ดินแดง, ดินแดง, กรุงเทพมหานคร",57 ตร.ว.,6,6,"22,500,000"
บ้านเดี่ยว 2 ชั้น  171 ตร. ว. หมู่บ้านเสรีวิลล่า  ซอยศรีนครินทร์55 ถนนศรีนครินทร์,"หนองบอน, ประเวศ, กรุงเทพมหานคร",171 ตร.ว.,4,4,"35,000,000"
บ้านแฝด 2 ชั้น  18.5 ตร. ว. หมู่บ้านเดอะคอนเนค15 อ่อนนุช  ซอยเฉลิมพระเกียรติซอย87 ถนนอ่อนนุช,"ประเวศ, ประเวศ, กรุงเทพมหานคร",18.5 ตร.ว.,3,2,"2,800,000"
บ้านเดี่ยว 2 ชั้น 52.4 ตร. ว. หมู่บ้านคุณาลัย ปิ่นเกล้า ถนนทวีวัฒนา,"ทวีวัฒนา, ทวีวัฒนา, กรุงเทพมหานคร",52.5 ตร.ว.,3,3,"4,200,000"
บ้านเดี่ยว 2 ชั้น  101 ตร. ว. หมู่บ้านรัตนาวดี รีเจนท์ ถนนบรมราชชนนี ถนนพุทธมณฑลสาย3,"บางไผ่, บางแค, กรุงเทพมหานคร",101 ตร.ว.,4,3,"10,500,000"
บ้านเดี่ยว 2 ชั้น 181.9 ตร. ว. หมู่บ้านลัดดารมย์ วัชรพล-รัตนโกสินทร์ ซอยวัชรพล10 ถนนรามอินทรา,"คลองถนน, สายไหม, กรุงเทพมหานคร",182 ตร.ว.,4,5,"18,500,000"
บ้านเดี่ยว 2 ชั้น  48 ตร. ว. หมู่บ้านสมชายพัฒนา สิรินธร2 ซอยสิรินธร2 แยก5 ถนนสิรินธร,"บางพลัด, บางพลัด, กรุงเทพมหานคร",48 ตร.ว.,4,3,"6,900,000"
บ้านแฝด 2 ชั้น  35.7 ตร. ว. โกลเด้น นีโอ บางนา-สวนหลวง ซอยเฉลิมพระเกียติ30 ถนนเฉลิมพระเกียรติ ร. 9,"ดอกไม้, ประเวศ, กรุงเทพมหานคร",35.8 ตร.ว.,6,3,"6,500,000"
บ้านเดี่ยว 2 ชั้น  70 ตร. ว. หมู่บ้านสัมมากร มีนบุรี ซอยสามวา20 ถนนสุวินทวงศ์,"บางชัน, คลองสามวา, กรุงเทพมหานคร",70 ตร.ว.,3,2,"6,200,000"
บ้านเดี่ยว 2 ชั้น  50.6 ตร. ว. หมู่บ้านเพอร์เฟคเพลส รามอินทรา-วงแหวน ซอยกาญจนาภิเษก5 ถนนรามอินทรา,"สามวาตะวันตก, คลองสามวา, กรุงเทพมหานคร",50.5 ตร.ว.,3,2,"5,200,000"
บ้านเดี่ยว 2 ชั้น 50 ตร. ว. ใกล้โรงพยาบาลวิภาราม  ซอยอ่อนนุช53 ถนนอ่อนนุช,"ประเวศ, ประเวศ, กรุงเทพมหานคร",50 ตร.ว.,1,2,"4,400,000"
บ้านเดี่ยว 2 ชั้น  35.1 ตร. ว. หมู่บ้านพร้อมพัฒน์1 ซอยหทัยราษฎร์39 ถนนรามอินทรา,"สามวาตะวันตก, คลองสามวา, กรุงเทพมหานคร",35 ตร.ว.,3,2,"2,990,000"
บ้านเดี่ยว 2 ชั้น  1 ไร่ 12 ตร. ว. หมู่บ้านนวธานี ซอยเสรีไทย59 ถนนเสรีไทย,"คลองกุ่ม, บึงกุ่ม, กรุงเทพมหานคร",412.1 ตร.ว.,8,8,"59,000,000"
บ้าน  3 นอน ห้องใหญ่,"สวนหลวง, สวนหลวง, กรุงเทพมหานคร",75 ตร.ว.,3,4,"14,900,000"
บ้าน  5 นอน ห้องใหญ่,"สวนหลวง, สวนหลวง, กรุงเทพมหานคร",129 ตร.ว.,5,6,"250,000,000"
บ้าน  4 นอน ห้องสวย,"ออเงิน, สายไหม, กรุงเทพมหานคร",24.8 ตร.ว.,4,4,"19,700,000"
บ้าน  4 นอน ห้องสวย,"คลองกุ่ม, บึงกุ่ม, กรุงเทพมหานคร",42.3 ตร.ว.,4,4,"7,790,000"
บ้าน  4 นอน ห้องใหญ่,"แสมดำ, บางขุนเทียน, กรุงเทพมหานคร",109 ตร.ว.,4,3,"12,500,000"
บ้าน  4 นอน ห้องสวย,"ท่าแร้ง, บางเขน, กรุงเทพมหานคร",62 ตร.ว.,4,3,"10,500,000"
บ้าน Mantana Srinakarin - Romklao 4 นอน โมเดิร์น,"มีนบุรี, มีนบุรี, กรุงเทพมหานคร",71.5 ตร.ว.,4,5,"17,500,000"
บ้าน  3 นอน ห้องใหญ่,"ดอกไม้, ประเวศ, กรุงเทพมหานคร",75 ตร.ว.,3,5,"11,000,000"
บ้าน  5 นอน ห้องใหญ่,"คลองตันเหนือ, วัฒนา, กรุงเทพมหานคร",205 ตร.ว.,5,5,"350,000,000"
บ้าน  4 นอน ห้องกว้าง,"นวมินทร์, บึงกุ่ม, กรุงเทพมหานคร",81.3 ตร.ว.,4,3,"11,500,000"
บ้าน  4 นอน ห้องกว้าง,"พระโขนงเหนือ, วัฒนา, กรุงเทพมหานคร",187.5 ตร.ว.,4,5,"100,000,000"
บ้าน  5 นอน ห้องใหญ่,"คลองตันเหนือ, วัฒนา, กรุงเทพมหานคร",121 ตร.ว.,5,5,"65,000,000"
บ้าน  3 นอน ห้องใหญ่,"รามอินทรา, คันนายาว, กรุงเทพมหานคร",51.5 ตร.ว.,3,3,"12,500,000"
บ้าน  4 นอน ห้องสวย,"หัวหมาก, บางกะปิ, กรุงเทพมหานคร",48.3 ตร.ว.,4,3,"15,000,000"
บ้าน Iconature Ramintra 3 นอน โมเดิร์น,"มีนบุรี, มีนบุรี, กรุงเทพมหานคร",75.8 ตร.ว.,3,3,"8,500,000"
บ้าน  3 นอน ห้องใหญ่,"บางชัน, คลองสามวา, กรุงเทพมหานคร",65.5 ตร.ว.,3,3,"7,500,000"
บ้าน  3 นอน ห้องใหญ่,"ท่าแร้ง, บางเขน, กรุงเทพมหานคร",68.5 ตร.ว.,3,2,"54,900,000"
บ้าน  4 นอน ห้องใหญ่,"สามวาตะวันตก, คลองสามวา, กรุงเทพมหานคร",79 ตร.ว.,4,3,"8,500,000"
บ้าน  3 นอน ห้องสวย,"คันนายาว, คันนายาว, กรุงเทพมหานคร",41.8 ตร.ว.,3,3,"8,700,000"
บ้านเดี่ยวสร้างเอง ลาดพร้าว พร้อมอยู่,"ลาดพร้าว, ลาดพร้าว, กรุงเทพมหานคร",99 ตร.ว.,3,4,"18,550,000"
